:@computed_region_43wa_7qmu,:@computed_region_6mkv_f3dw,:@computed_region_awaf_s7ux,:@computed_region_bdys_3d7i,:@computed_region_d3ds_rm58,:@computed_region_d9mm_jgwp,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year
8,14924,49,778,120,23,56,61,False,0923,051XX S WESTERN AVE,JC199484,63,2019-03-25T18:30:00.000,DOMESTIC BATTERY SIMPLE,009,True,08B,11634484,0486,41.800692217,"{'type': 'Point', 'coordinates': [-87.684213423, 41.800692217]}",STREET,-87.684213423,BATTERY,2019-04-01T16:21:13.000,14,1161239,1870631,2019
30,4300,6,199,232,13,8,69,False,0834,036XX W 83RD ST,JC201665,70,2019-03-25T18:30:00.000,TELEPHONE THREAT,008,True,08A,11636347,2820,41.742314708,"{'type': 'Point', 'coordinates': [-87.713386389, 41.742314708]}",RESIDENCE,-87.713386389,OTHER OFFENSE,2019-04-01T16:21:13.000,18,1153438,1849300,2019
6,22248,35,793,105,13,56,60,False,0815,053XX S KOLIN AVE,JC199461,62,2019-03-25T18:22:00.000,AGGRAVATED: HANDGUN,008,True,04A,11634472,051A,41.796074768,"{'type': 'Point', 'coordinates': [-87.73182114, 41.796074768]}",RESIDENCE,-87.73182114,ASSAULT,2019-04-01T16:21:13.000,23,1148270,1868854,2019
11,22535,16,179,192,7,1,25,False,1434,016XX N DAMEN AVE,JC199580,24,2019-03-25T18:21:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,014,False,11,11634618,1153,41.910989563,"{'type': 'Point', 'coordinates': [-87.677476122, 41.910989563]}",SMALL RETAIL STORE,-87.677476122,DECEPTIVE PRACTICE,2019-04-01T16:21:13.000,2,1162769,1910837,2019
33,22538,32,452,89,18,24,39,False,0333,072XX S EUCLID AVE,JC199469,43,2019-03-25T18:20:00.000,FORCIBLE ENTRY,003,False,05,11634512,0610,41.764027547,"{'type': 'Point', 'coordinates': [-87.578094152, 41.764027547]}",APARTMENT,-87.578094152,BURGLARY,2019-04-01T16:21:13.000,5,1190291,1857507,2019
36,14914,22,92,79,22,46,38,False,0122,002XX W WASHINGTON ST,JC199599,32,2019-03-25T18:20:00.000,POCKET-PICKING,001,False,06,11634574,0870,41.883209726,"{'type': 'Point', 'coordinates': [-87.63422924, 41.883209726]}",CTA TRAIN,-87.63422924,THEFT,2019-04-01T16:21:13.000,42,1174623,1900807,2019
46,14917,41,63,92,15,44,29,True,1224,011XX W WASHINGTON BLVD,JC199471,28,2019-03-25T18:18:00.000,OBSTRUCTING IDENTIFICATION,012,False,24,11634470,3731,41.8830066,"{'type': 'Point', 'coordinates': [-87.655273476, 41.8830066]}",STREET,-87.655273476,INTERFERENCE WITH PUBLIC OFFICER,2019-04-01T16:21:13.000,27,1168893,1900687,2019
36,21182,22,104,71,14,6,37,True,1833,008XX N MICHIGAN AVE,JC199440,8,2019-03-25T18:17:00.000,RETAIL THEFT,018,False,06,11634387,0860,41.897895128,"{'type': 'Point', 'coordinates': [-87.624096605, 41.897895128]}",DEPARTMENT STORE,-87.624096605,THEFT,2019-04-01T16:21:13.000,2,1177338,1906181,2019
23,22216,11,674,97,25,32,26,False,1522,052XX W MADISON ST,JC199463,25,2019-03-25T18:15:00.000,HARASSMENT BY TELEPHONE,015,False,26,11634399,2825,41.880362084,"{'type': 'Point', 'coordinates': [-87.755847438, 41.880362084]}",SMALL RETAIL STORE,-87.755847438,OTHER OFFENSE,2019-04-01T16:21:13.000,28,1141512,1899523,2019
13,21554,18,530,233,20,59,70,False,0613,085XX S HALSTED ST,JC199503,71,2019-03-25T18:15:00.000,TO VEHICLE,006,False,14,11634498,1320,41.739543888,"{'type': 'Point', 'coordinates': [-87.643722391, 41.739543888]}",PARKING LOT/GARAGE(NON.RESID.),-87.643722391,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,21,1172458,1848435,2019
23,21572,11,659,83,16,30,27,True,1114,040XX W MAYPOLE AVE,JC199473,26,2019-03-25T18:12:00.000,MANU/DELIVER: HEROIN (WHITE),011,False,18,11634467,2014,41.884671758,"{'type': 'Point', 'coordinates': [-87.726282871, 41.884671758]}",ALLEY,-87.726282871,NARCOTICS,2019-04-01T16:21:13.000,28,1149552,1901149,2019
45,22216,11,674,84,25,32,26,False,1523,054XX W WEST END AVE,JC199432,25,2019-03-25T18:11:00.000,SIMPLE,015,True,08A,11634539,0560,41.884271707,"{'type': 'Point', 'coordinates': [-87.762246166, 41.884271707]}",RESIDENCE,-87.762246166,ASSAULT,2019-04-01T16:21:13.000,28,1139760,1900936,2019
2,21559,19,434,261,17,11,66,True,0712,010XX W 63RD ST,JC199446,68,2019-03-25T18:10:00.000,POSS: HEROIN(WHITE),007,False,18,11634393,2024,41.779653694,"{'type': 'Point', 'coordinates': [-87.651388126, 41.779653694]}",SIDEWALK,-87.651388126,NARCOTICS,2019-04-01T16:21:13.000,16,1170250,1863034,2019
13,21554,18,1,236,20,59,40,True,0622,001XX W 87TH ST,JC199407,44,2019-03-25T18:10:00.000,SIMPLE,006,False,08B,11634451,0460,41.736259984,"{'type': 'Point', 'coordinates': [-87.628068782, 41.736259984]}",PARKING LOT/GARAGE(NON.RESID.),-87.628068782,BATTERY,2019-04-01T16:21:13.000,21,1176740,1847273,2019
36,14309,22,580,88,22,42,38,False,0111,003XX N MICHIGAN AVE,JC199512,32,2019-03-25T18:10:00.000,FROM BUILDING,001,False,06,11634499,0890,41.887338112,"{'type': 'Point', 'coordinates': [-87.624551258, 41.887338112]}",RESTAURANT,-87.624551258,THEFT,2019-04-01T16:21:13.000,42,1177246,1902333,2019
36,14310,22,580,88,22,42,38,False,0111,0000X E RANDOLPH ST,JC199552,32,2019-03-25T18:08:00.000,RETAIL THEFT,001,False,06,11634485,0860,41.884493832,"{'type': 'Point', 'coordinates': [-87.627021129, 41.884493832]}",DEPARTMENT STORE,-87.627021129,THEFT,2019-04-01T16:21:13.000,42,1176582,1901291,2019
18,21849,13,667,10,5,20,6,False,1911,045XX N LINCOLN AVE,JC200498,4,2019-03-25T18:00:00.000,UNLAWFUL USE OF A COMPUTER,019,False,11,11635240,1240,41.964075833,"{'type': 'Point', 'coordinates': [-87.685580042, 41.964075833]}",COMMERCIAL / BUSINESS OFFICE,-87.685580042,DECEPTIVE PRACTICE,2019-04-01T16:21:13.000,47,1160417,1930165,2019
9,21559,12,166,135,17,11,66,False,0711,056XX S WELLS ST,JC199408,68,2019-03-25T18:00:00.000,SIMPLE,007,False,08A,11634427,0560,41.791711926,"{'type': 'Point', 'coordinates': [-87.631762686, 41.791711926]}",RESIDENCE,-87.631762686,ASSAULT,2019-04-01T16:21:13.000,3,1175567,1867471,2019
23,21572,11,783,86,16,30,28,False,1123,035XX W ADAMS ST,JC199442,27,2019-03-25T18:00:00.000,OVER $500,011,False,06,11634394,0810,41.87828717,"{'type': 'Point', 'coordinates': [-87.714185338, 41.87828717]}",APARTMENT,-87.714185338,THEFT,2019-04-01T16:21:13.000,28,1152863,1898846,2019
31,21554,17,573,231,20,59,70,False,0611,016XX W 76TH ST,JC200283,71,2019-03-25T18:00:00.000,$500 AND UNDER,006,False,06,11635118,0820,41.755804648,"{'type': 'Point', 'coordinates': [-87.664270226, 41.755804648]}",APARTMENT,-87.664270226,THEFT,2019-04-01T16:21:13.000,17,1166804,1854316,2019
18,21538,13,110,21,5,39,46,False,1921,036XX N TALMAN AVE,JC201638,5,2019-03-25T18:00:00.000,CRIMINAL SEXUAL ABUSE,019,False,17,11636393,1563,41.947437675,"{'type': 'Point', 'coordinates': [-87.694886927, 41.947437675]}",PARK PROPERTY,-87.694886927,SEX OFFENSE,2019-04-01T16:21:13.000,47,1157931,1924083,2019
7,22216,36,69,137,25,32,26,False,1533,048XX W HARRISON ST,JC200253,25,2019-03-25T18:00:00.000,POCKET-PICKING,015,False,06,11635286,0870,41.873119908,"{'type': 'Point', 'coordinates': [-87.745551103, 41.873119908]}",CTA BUS,-87.745551103,THEFT,2019-04-01T16:21:13.000,29,1144334,1896903,2019
36,21182,22,104,71,14,6,37,True,1832,008XX N STATE ST,JC199421,8,2019-03-25T18:00:00.000,THEFT OF LABOR/SERVICES,018,False,11,11634378,1210,41.896888586,"{'type': 'Point', 'coordinates': [-87.628203192, 41.896888586]}",CTA STATION,-87.628203192,DECEPTIVE PRACTICE,2019-04-01T16:21:13.000,2,1176223,1905805,2019
1,21569,29,124,160,21,57,32,False,1033,030XX S ALBANY AVE,JC200656,30,2019-03-25T18:00:00.000,TO VEHICLE,010,False,26,11635333,1360,41.838585087,"{'type': 'Point', 'coordinates': [-87.702421415, 41.838585087]}",STREET,-87.702421415,CRIMINAL TRESPASS,2019-04-01T16:21:13.000,12,1156173,1884402,2019
14,21569,36,202,130,21,57,30,True,1024,019XX S CHRISTIANA AVE,JC199431,29,2019-03-25T17:59:00.000,POSS: CRACK,010,False,18,11634414,2027,41.85460084,"{'type': 'Point', 'coordinates': [-87.708992311, 41.85460084]}",ALLEY,-87.708992311,NARCOTICS,2019-04-01T16:21:13.000,24,1154340,1890225,2019
41,21560,24,518,60,15,4,25,False,1213,010XX N MARSHFIELD AVE,JC199847,24,2019-03-25T17:52:00.000,FROM BUILDING,012,False,06,11634834,0890,41.900173013,"{'type': 'Point', 'coordinates': [-87.668620438, 41.900173013]}",RESIDENCE PORCH/HALLWAY,-87.668620438,THEFT,2019-04-01T16:21:13.000,1,1165210,1906914,2019
35,22538,32,188,224,19,61,39,False,0411,075XX S BLACKSTONE AVE,JC199400,43,2019-03-25T17:50:00.000,DOMESTIC BATTERY SIMPLE,004,True,08B,11634443,0486,41.757475162,"{'type': 'Point', 'coordinates': [-87.588334258, 41.757475162]}",APARTMENT,-87.588334258,BATTERY,2019-04-01T16:21:13.000,8,1187518,1855095,2019
14,21572,36,702,142,16,30,27,True,1132,039XX W FLOURNOY ST,JC199398,26,2019-03-25T17:49:00.000,POSS: CRACK,011,False,18,11634421,2027,41.872555115,"{'type': 'Point', 'coordinates': [-87.724062358, 41.872555115]}",VEHICLE NON-COMMERCIAL,-87.724062358,NARCOTICS,2019-04-01T16:21:13.000,24,1150188,1896738,2019
7,4299,52,671,70,25,5,26,False,1511,011XX N MAYFIELD AVE,JC199389,25,2019-03-25T17:45:00.000,SIMPLE,015,True,08A,11634542,0560,41.900723781,"{'type': 'Point', 'coordinates': [-87.772895364, 41.900723781]}",APARTMENT,-87.772895364,ASSAULT,2019-04-01T16:21:13.000,29,1136821,1906912,2019
37,21202,43,507,222,19,25,42,False,0414,079XX S CRANDON AVE,JC199388,46,2019-03-25T17:40:00.000,SIMPLE,004,False,08B,11634809,0460,41.75078151,"{'type': 'Point', 'coordinates': [-87.568655253, 41.75078151]}",SIDEWALK,-87.568655253,BATTERY,2019-04-01T16:21:13.000,7,1192909,1852703,2019
36,21182,22,104,71,14,6,37,True,1832,008XX N STATE ST,JC199406,8,2019-03-25T17:40:00.000,THEFT OF LABOR/SERVICES,018,False,11,11634363,1210,41.896888586,"{'type': 'Point', 'coordinates': [-87.628203192, 41.896888586]}",CTA STATION,-87.628203192,DECEPTIVE PRACTICE,2019-04-01T16:21:13.000,2,1176223,1905805,2019
,,,,,,,,False,0312,066XX S MARQUETTE RD,JC199375,42,2019-03-25T17:39:00.000,SIMPLE,003,False,08B,11641434,0460,,,APARTMENT,,BATTERY,2019-04-02T16:10:50.000,20,,,2019
23,21572,11,658,82,16,30,27,False,1122,038XX W LAKE ST,JC199437,26,2019-03-25T17:35:00.000,AGGRAVATED: OTHER DANG WEAPON,011,False,04B,11634466,0430,41.885227157,"{'type': 'Point', 'coordinates': [-87.721312545, 41.885227157]}",STREET,-87.721312545,BATTERY,2019-04-01T16:21:13.000,37,1150904,1901361,2019
14,21569,36,761,155,21,57,30,False,1011,014XX S TRIPP AVE,JC199382,29,2019-03-25T17:34:00.000,TO PROPERTY,010,False,14,11634645,1310,41.861958561,"{'type': 'Point', 'coordinates': [-87.731159999, 41.861958561]}",RESIDENTIAL YARD (FRONT/BACK),-87.731159999,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,24,1148282,1892863,2019
41,22535,24,240,180,7,1,23,True,1432,026XX N ELSTON AVE,JC199369,22,2019-03-25T17:32:00.000,RETAIL THEFT,014,False,06,11634462,0860,41.929743818,"{'type': 'Point', 'coordinates': [-87.684273777, 41.929743818]}",SMALL RETAIL STORE,-87.684273777,THEFT,2019-04-01T16:21:13.000,1,1160867,1917657,2019
36,14914,48,92,79,22,46,38,False,0122,001XX S WACKER DR,JC200149,32,2019-03-25T17:30:00.000,FROM BUILDING,001,False,06,11635015,0890,41.879667054,"{'type': 'Point', 'coordinates': [-87.63696315, 41.879667054]}",COMMERCIAL / BUSINESS OFFICE,-87.63696315,THEFT,2019-04-01T16:21:13.000,42,1173889,1899510,2019
13,22212,18,592,252,9,13,72,False,2213,095XX S BISHOP ST,JC202625,73,2019-03-25T17:30:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,022,False,11,11637757,1153,41.720778587,"{'type': 'Point', 'coordinates': [-87.659036616, 41.720778587]}",,-87.659036616,DECEPTIVE PRACTICE,2019-04-01T16:21:13.000,21,1168332,1841564,2019
10,21194,1,581,169,24,40,1,False,0211,004XX E 33RD ST,JC199405,35,2019-03-25T17:30:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,002,True,04A,11634548,0520,41.834650079,"{'type': 'Point', 'coordinates': [-87.616847182, 41.834650079]}",APARTMENT,-87.616847182,ASSAULT,2019-04-01T16:21:13.000,4,1179504,1883151,2019
46,4299,41,456,66,16,5,24,False,1112,010XX N RIDGEWAY AVE,JC199627,23,2019-03-25T17:30:00.000,TO PROPERTY,011,False,14,11634578,1310,41.899529208,"{'type': 'Point', 'coordinates': [-87.720107093, 41.899529208]}",RESIDENCE,-87.720107093,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,27,1151195,1906575,2019
7,22216,52,68,97,25,32,26,False,1522,052XX W QUINCY ST,JC199376,25,2019-03-25T17:27:00.000,DOMESTIC BATTERY SIMPLE,015,True,08B,11634604,0486,41.877551182,"{'type': 'Point', 'coordinates': [-87.756236268, 41.877551182]}",RESIDENCE-GARAGE,-87.756236268,BATTERY,2019-04-01T16:21:13.000,29,1141413,1898498,2019
,,,,,,,,False,0823,035XX W 60TH ST,JC199326,66,2019-03-25T17:25:52.000,CHILD ABUSE,008,False,08B,11634341,1750,,,RESIDENCE,,OFFENSE INVOLVING CHILDREN,2019-04-01T16:21:13.000,23,,,2019
12,21538,15,138,20,1,39,22,True,1732,035XX N KIMBALL AVE,JC199371,21,2019-03-25T17:20:00.000,RETAIL THEFT,017,False,06,11634691,0860,41.945238279,"{'type': 'Point', 'coordinates': [-87.712670479, 41.945238279]}",OTHER,-87.712670479,THEFT,2019-04-01T16:21:13.000,35,1153099,1923246,2019
13,21554,18,530,233,20,59,70,False,0613,083XX S PEORIA ST,JC199379,71,2019-03-25T17:17:00.000,OTHER CRIME AGAINST PERSON,006,True,26,11634573,5000,41.742641156,"{'type': 'Point', 'coordinates': [-87.646294529, 41.742641156]}",RESIDENCE,-87.646294529,OTHER OFFENSE,2019-04-01T16:21:13.000,21,1171747,1849558,2019
45,4299,41,456,66,16,5,24,True,1112,039XX W AUGUSTA BLVD,JC199352,23,2019-03-25T17:15:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,011,True,04A,11634343,0520,41.899030463,"{'type': 'Point', 'coordinates': [-87.725401243, 41.899030463]}",RESIDENCE,-87.725401243,ASSAULT,2019-04-01T16:21:13.000,37,1149755,1906383,2019
1,21569,29,261,160,21,57,32,False,1033,024XX S ALBANY AVE,JC199309,30,2019-03-25T17:10:00.000,AGGRAVATED: HANDGUN,010,False,04B,11634473,041A,41.847645331,"{'type': 'Point', 'coordinates': [-87.702681074, 41.847645331]}",SIDEWALK,-87.702681074,BATTERY,2019-04-01T16:21:13.000,12,1156078,1887703,2019
19,22254,39,445,29,12,52,17,False,1631,080XX W ADDISON ST,JC199320,17,2019-03-25T17:10:00.000,TO VEHICLE,016,False,14,11634442,1320,41.945019836,"{'type': 'Point', 'coordinates': [-87.826953888, 41.945019836]}",STREET,-87.826953888,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,38,1122009,1922962,2019
18,21186,13,725,12,5,53,57,False,1923,039XX N CLARK ST,JC199332,6,2019-03-25T17:09:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,019,True,04A,11634481,0520,41.95321209,"{'type': 'Point', 'coordinates': [-87.661330989, 41.95321209]}",PARKING LOT/GARAGE(NON.RESID.),-87.661330989,ASSAULT,2019-04-01T16:21:13.000,47,1167043,1926257,2019
31,21554,17,487,229,20,59,70,True,0621,079XX S PEORIA ST,JC199341,71,2019-03-25T17:09:00.000,UNLAWFUL POSS OF HANDGUN,006,False,15,11634383,143A,41.750076435,"{'type': 'Point', 'coordinates': [-87.646453456, 41.750076435]}",STREET,-87.646453456,WEAPONS VIOLATION,2019-04-01T16:21:13.000,17,1171682,1852267,2019
10,21194,48,191,163,22,40,1,False,0133,027XX S INDIANA AVE,JC199330,35,2019-03-25T17:05:00.000,SIMPLE,001,False,08B,11634655,0460,41.844026941,"{'type': 'Point', 'coordinates': [-87.622100808, 41.844026941]}",APARTMENT,-87.622100808,BATTERY,2019-04-01T16:21:13.000,4,1178044,1886556,2019
49,21560,24,542,64,15,4,25,False,1212,010XX N CAMPBELL AVE,JC202994,24,2019-03-25T17:00:00.000,CREDIT CARD FRAUD,012,False,11,11637759,1150,41.899811237,"{'type': 'Point', 'coordinates': [-87.689410946, 41.899811237]}",APARTMENT,-87.689410946,DECEPTIVE PRACTICE,2019-04-01T16:21:13.000,26,1159551,1906739,2019
42,4447,33,264,254,9,33,73,False,2211,114XX S SAWYER AVE,JC200499,74,2019-03-25T17:00:00.000,TO PROPERTY,022,True,14,11635355,1310,41.685685709,"{'type': 'Point', 'coordinates': [-87.701827, 41.685685709]}",SIDEWALK,-87.701827,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,19,1156744,1828688,2019
9,14924,12,189,106,23,37,3,True,0925,002XX W SWANN ST,JC199321,37,2019-03-25T17:00:00.000,TO PROPERTY,009,True,14,11634479,1310,41.809863064,"{'type': 'Point', 'coordinates': [-87.632738448, 41.809863064]}",RESIDENCE,-87.632738448,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,3,1175247,1874083,2019
9,21194,12,25,169,24,40,1,False,0211,034XX S MICHIGAN AVE,JC200530,35,2019-03-25T17:00:00.000,TO VEHICLE,002,False,14,11635276,1320,41.832121407,"{'type': 'Point', 'coordinates': [-87.623282055, 41.832121407]}","SCHOOL, PRIVATE, BUILDING",-87.623282055,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,3,1177758,1882215,2019
45,4299,4,99,68,16,5,24,False,1111,008XX N TRIPP AVE,JC201744,23,2019-03-25T17:00:00.000,OVER $500,011,False,06,11636361,0810,41.896152283,"{'type': 'Point', 'coordinates': [-87.732278713, 41.896152283]}",RESIDENTIAL YARD (FRONT/BACK),-87.732278713,THEFT,2019-04-01T16:21:13.000,37,1147890,1905321,2019
23,21572,11,659,83,16,30,27,False,1114,041XX W WASHINGTON BLVD,JC203311,26,2019-03-25T17:00:00.000,CHILD ABUSE,011,False,08B,11637657,1750,41.881999353,"{'type': 'Point', 'coordinates': [-87.729499313, 41.881999353]}",APARTMENT,-87.729499313,OFFENSE INVOLVING CHILDREN,2019-04-01T16:21:13.000,28,1148683,1900169,2019
33,22538,32,381,212,18,24,39,False,0332,069XX S EAST END AVE,JC199477,43,2019-03-25T17:00:00.000,SIMPLE,003,False,08B,11634572,0460,41.768924366,"{'type': 'Point', 'coordinates': [-87.582853494, 41.768924366]}",SIDEWALK,-87.582853494,BATTERY,2019-04-01T16:21:13.000,5,1188977,1859280,2019
32,21546,31,515,223,18,61,67,False,0323,073XX S LANGLEY AVE,JC199305,69,2019-03-25T17:00:00.000,DOMESTIC BATTERY SIMPLE,003,True,08B,11634511,0486,41.761563204,"{'type': 'Point', 'coordinates': [-87.607911081, 41.761563204]}",APARTMENT,-87.607911081,BATTERY,2019-04-01T16:21:13.000,6,1182164,1856539,2019
19,22618,25,260,15,12,21,15,False,1624,053XX W BERTEAU AVE,JC199996,15,2019-03-25T17:00:00.000,SIMPLE,016,False,08B,11634915,0460,41.956909436,"{'type': 'Point', 'coordinates': [-87.760726779, 41.956909436]}","SCHOOL, PUBLIC, GROUNDS",-87.760726779,BATTERY,2019-04-01T16:21:13.000,38,1139997,1927408,2019
46,21184,41,37,75,15,28,29,False,1223,020XX W WALNUT ST,JC200120,28,2019-03-25T17:00:00.000,$500 AND UNDER,012,False,06,11635016,0820,41.885845816,"{'type': 'Point', 'coordinates': [-87.677773748, 41.885845816]}",OTHER,-87.677773748,THEFT,2019-04-01T16:21:13.000,27,1162758,1901674,2019
4,22260,53,134,273,18,60,9,False,0314,063XX S STONY ISLAND AVE,JC200081,42,2019-03-25T17:00:00.000,FROM BUILDING,003,False,06,11635524,0890,41.779872827,"{'type': 'Point', 'coordinates': [-87.586450869, 41.779872827]}",OTHER,-87.586450869,THEFT,2019-04-01T16:21:13.000,20,1187961,1863261,2019
9,14913,48,374,94,22,35,34,False,0131,015XX S WABASH AVE,JC200059,33,2019-03-25T17:00:00.000,TO PROPERTY,001,False,14,11634932,1310,41.861392804,"{'type': 'Point', 'coordinates': [-87.62568954, 41.861392804]}",RESIDENCE,-87.62568954,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,3,1177014,1892876,2019
41,22535,15,322,182,7,1,23,False,1414,020XX N CALIFORNIA AVE,JC201894,22,2019-03-25T17:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,014,False,11,11636502,1153,41.918276823,"{'type': 'Point', 'coordinates': [-87.697224251, 41.918276823]}",OTHER,-87.697224251,DECEPTIVE PRACTICE,2019-04-01T16:21:13.000,1,1157374,1913452,2019
22,22212,18,592,243,9,13,72,False,2223,097XX S SANGAMON ST,JC199299,73,2019-03-25T17:00:00.000,SIMPLE,022,True,08A,11634661,0560,41.716786851,"{'type': 'Point', 'coordinates': [-87.646734786, 41.716786851]}",STREET,-87.646734786,ASSAULT,2019-04-01T16:21:13.000,34,1171702,1840136,2019
16,4451,46,536,50,11,14,76,False,2433,015XX W GRANVILLE AVE,JC201187,77,2019-03-25T17:00:00.000,CRIMINAL DEFACEMENT,024,False,14,11635936,1305,41.99445831,"{'type': 'Point', 'coordinates': [-87.668552548, 41.99445831]}","SCHOOL, PUBLIC, BUILDING",-87.668552548,CRIMINAL DAMAGE,2019-04-01T16:21:13.000,48,1164962,1941272,2019
32,21546,31,11,235,20,61,40,True,0631,081XX S EVANS AVE,JC199327,44,2019-03-25T16:55:00.000,POSS: SYNTHETIC DRUGS,006,False,18,11634370,2028,41.746816286,"{'type': 'Point', 'coordinates': [-87.606325497, 41.746816286]}",VEHICLE NON-COMMERCIAL,-87.606325497,NARCOTICS,2019-04-01T16:21:13.000,8,1182642,1851169,2019
46,14917,41,63,76,15,44,29,False,1214,010XX W CARROLL AVE,JC199303,28,2019-03-25T16:52:00.000,SIMPLE,012,False,08A,11634334,0560,41.887742937,"{'type': 'Point', 'coordinates': [-87.653842522, 41.887742937]}",STREET,-87.653842522,ASSAULT,2019-04-01T16:21:13.000,27,1169269,1902416,2019
25,4449,38,730,18,5,22,57,False,1925,032XX N BROADWAY,JC199256,6,2019-03-25T16:50:00.000,SIMPLE,019,False,08A,11634419,0560,41.940318272,"{'type': 'Point', 'coordinates': [-87.644408194, 41.940318272]}",SMALL RETAIL STORE,-87.644408194,ASSAULT,2019-04-01T16:21:13.000,44,1171684,1921595,2019
19,21869,25,95,43,12,48,15,True,1622,046XX N MELVINA AVE,JC199334,15,2019-03-25T16:45:00.000,AGGRAVATED: HANDGUN,016,False,04A,11634428,051A,41.965937596,"{'type': 'Point', 'coordinates': [-87.781969004, 41.965937596]}",PARK PROPERTY,-87.781969004,ASSAULT,2019-04-01T16:21:13.000,38,1134198,1930660,2019
32,21554,31,495,228,20,59,67,False,0623,0000X W 79TH ST,JC199499,69,2019-03-25T16:45:00.000,FROM BUILDING,006,False,06,11634459,0890,41.75093419,"{'type': 'Point', 'coordinates': [-87.626347009, 41.75093419]}",RESTAURANT,-87.626347009,THEFT,2019-04-01T16:21:13.000,6,1177166,1852624,2019
6,21867,23,339,276,13,58,63,True,0823,036XX W 62ND ST,JC199307,65,2019-03-25T16:40:00.000,AGGRAVATED: OTHER DANG WEAPON,008,False,04A,11634658,0530,41.780613542,"{'type': 'Point', 'coordinates': [-87.71427888, 41.780613542]}",RESIDENCE,-87.71427888,ASSAULT,2019-04-01T16:21:13.000,23,1153094,1863254,2019
2,14924,19,767,128,23,37,59,False,0932,051XX S WOOD ST,JC199285,61,2019-03-25T16:40:00.000,SIMPLE,009,False,08B,11634346,0460,41.800820216,"{'type': 'Point', 'coordinates': [-87.669633576, 41.800820216]}",ALLEY,-87.669633576,BATTERY,2019-04-01T16:21:13.000,16,1165214,1870708,2019
33,22538,32,142,213,18,24,39,False,0331,070XX S SOUTH SHORE DR,JC200377,43,2019-03-25T16:37:00.000,ATTEMPT - FINANCIAL IDENTITY THEFT,003,False,11,11635549,1156,41.767781775,"{'type': 'Point', 'coordinates': [-87.566499598, 41.767781775]}",STREET,-87.566499598,DECEPTIVE PRACTICE,2019-04-01T16:21:13.000,5,1193442,1858903,2019
46,22620,41,108,199,14,54,37,True,1822,015XX N CLYBOURN AVE,JC199524,8,2019-03-25T16:35:00.000,RETAIL THEFT,018,False,06,11634583,0860,41.908849952,"{'type': 'Point', 'coordinates': [-87.646645976, 41.908849952]}",GROCERY FOOD STORE,-87.646645976,THEFT,2019-04-01T16:21:13.000,27,1171167,1910123,2019
,,,,,,,,False,2432,067XX N GLENWOOD AVE,JC205158,1,2019-03-25T16:34:00.000,$500 AND UNDER,024,False,06,11639766,0820,,,RESIDENCE,,THEFT,2019-04-01T16:21:13.000,49,,,2019
23,22216,11,184,137,25,32,26,False,1533,050XX W ADAMS ST,JC199424,25,2019-03-25T16:30:00.000,$500 AND UNDER,015,False,06,11634371,0820,41.878527518,"{'type': 'Point', 'coordinates': [-87.750679081, 41.878527518]}",VEHICLE NON-COMMERCIAL,-87.750679081,THEFT,2019-04-01T16:21:13.000,28,1142924,1898864,2019
45,4299,4,585,69,25,5,26,False,1531,011XX N LAWLER AVE,JC199342,25,2019-03-25T16:30:00.000,AUTOMOBILE,015,False,07,11634366,0910,41.901325561,"{'type': 'Point', 'coordinates': [-87.752077105, 41.901325561]}",RESIDENTIAL YARD (FRONT/BACK),-87.752077105,MOTOR VEHICLE THEFT,2019-04-01T16:21:13.000,37,1142487,1907169,2019
35,21546,9,121,223,18,61,67,False,0323,074XX S INGLESIDE AVE,JC200327,69,2019-03-25T16:30:00.000,OVER $500,003,False,06,11635592,0810,41.759896794,"{'type': 'Point', 'coordinates': [-87.601753948, 41.759896794]}",RESIDENCE,-87.601753948,THEFT,2019-04-01T16:21:13.000,8,1183849,1855946,2019
36,14912,22,92,79,22,29,38,False,0122,001XX W JACKSON BLVD,JC199868,32,2019-03-25T16:30:00.000,FROM BUILDING,001,False,06,11634833,0890,41.878144785,"{'type': 'Point', 'coordinates': [-87.631233035, 41.878144785]}",COMMERCIAL / BUSINESS OFFICE,-87.631233035,THEFT,2019-04-01T16:21:13.000,42,1175454,1898968,2019
